selected_file_path,detected_tournament_label,detected_school_folder,detected_team_code,reason_selected
UCBerkeley\BoUr\UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,UCBerkeley,BoUr,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Aff-1---Northwestern-Round-2.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Aff-1---Northwestern-Round-3.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Aff-1---Northwestern-Round-6.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Aff-1---Northwestern-Round-8.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Neg-1---Northwestern-Round-1.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Neg-1---Northwestern-Round-4.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Neg-1---Northwestern-Round-5.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCBerkeley\MeRe\UCBerkeley-MeRe-Neg-1---Northwestern-Round-7.docx,Northwestern,UCBerkeley,MeRe,matched tournament token using tournament_disclosure_counts logic
UCDavis\MiSh\UCDavis-MiSh-Aff-Northwestern-Round-1.docx,Northwestern,UCDavis,MiSh,matched tournament token using tournament_disclosure_counts logic
UCDavis\MiSh\UCDavis-MiSh-Neg-Northwestern-Round-2.docx,Northwestern,UCDavis,MiSh,matched tournament token using tournament_disclosure_counts logic
UCDavis\MiSh\UCDavis-MiSh-Neg-Northwestern-Round-3.docx,Northwestern,UCDavis,MiSh,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Aff-01---Northwestern-Round-1.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Aff-01---Northwestern-Round-3.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Aff-01---Northwestern-Round-5.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Aff-01---Northwestern-Round-7.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Neg-01---Northwestern-Round-2.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Neg-01---Northwestern-Round-4.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Neg-01---Northwestern-Round-6.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\HaKa\UTD-HaKa-Neg-01---Northwestern-Round-8.docx,Northwestern,UTD,HaKa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Aff-01---Northwestern-Round-2.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Aff-01---Northwestern-Round-3.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Aff-01---Northwestern-Round-6.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Aff-01---Northwestern-Round-8.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Neg-01---Northwestern-Round-1.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Neg-01---Northwestern-Round-4.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Neg-01---Northwestern-Round-5.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
UTD\PeRa\UTD-PeRa-Neg-01---Northwestern-Round-7.docx,Northwestern,UTD,PeRa,matched tournament token using tournament_disclosure_counts logic
WakeForest\AdBr\WakeForest-AdBr-Aff-01---The-coon-(Northwestern)-Round-2.docx,Northwestern,WakeForest,AdBr,matched tournament token using tournament_disclosure_counts logic
WakeForest\AdBr\WakeForest-AdBr-Aff-01---The-coon-(Northwestern)-Round-6.docx,Northwestern,WakeForest,AdBr,matched tournament token using tournament_disclosure_counts logic
WakeForest\AdBr\WakeForest-AdBr-Neg-01---The-coon-(Northwestern)-Round-1.docx,Northwestern,WakeForest,AdBr,matched tournament token using tournament_disclosure_counts logic
WakeForest\AdBr\WakeForest-AdBr-Neg-01---The-coon-(Northwestern)-Round-4.docx,Northwestern,WakeForest,AdBr,matched tournament token using tournament_disclosure_counts logic
WakeForest\AdBr\WakeForest-AdBr-Neg-01---The-coon-(Northwestern)-Round-7.docx,Northwestern,WakeForest,AdBr,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\DiEl\WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,WakeForest,DiEl,matched tournament token using tournament_disclosure_counts logic
WakeForest\HaNa\WakeForest-HaNa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,WakeForest,HaNa,matched tournament token using tournament_disclosure_counts logic
WakeForest\HaNa\WakeForest-HaNa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,WakeForest,HaNa,matched tournament token using tournament_disclosure_counts logic
WakeForest\HaNa\WakeForest-HaNa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,WakeForest,HaNa,matched tournament token using tournament_disclosure_counts logic
WakeForest\HaNa\WakeForest-HaNa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,WakeForest,HaNa,matched tournament token using tournament_disclosure_counts logic
WakeForest\HaNa\WakeForest-HaNa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,WakeForest,HaNa,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Aff-1---Northwestern-Round-2.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Aff-1---Northwestern-Round-4.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Aff-1---Northwestern-Round-5.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Aff-1---Northwestern-Round-8.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Neg-1---Northwestern-Round-1.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Neg-1---Northwestern-Round-3.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Neg-1---Northwestern-Round-6.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\KaSh\WakeForest-KaSh-Neg-1---Northwestern-Round-7.docx,Northwestern,WakeForest,KaSh,matched tournament token using tournament_disclosure_counts logic
WakeForest\LeSa\WakeForest-LeSa-Aff-Northwestern-Round-2.docx,Northwestern,WakeForest,LeSa,matched tournament token using tournament_disclosure_counts logic
WakeForest\LeSa\WakeForest-LeSa-Neg-Northwestern-Round-1.docx,Northwestern,WakeForest,LeSa,matched tournament token using tournament_disclosure_counts logic
WakeForest\LeSa\WakeForest-LeSa-Neg-Northwestern-Round-3.docx,Northwestern,WakeForest,LeSa,matched tournament token using tournament_disclosure_counts logic
WakeForest\LeSa\WakeForest-LeSa-Neg-Northwestern-Round-6.docx,Northwestern,WakeForest,LeSa,matched tournament token using tournament_disclosure_counts logic
WakeForest\LeSa\WakeForest-LeSa-Neg-Northwestern-Round-7.docx,Northwestern,WakeForest,LeSa,matched tournament token using tournament_disclosure_counts logic
WakeForest\LiSf\WakeForest-LiSf-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,WakeForest,LiSf,matched tournament token using tournament_disclosure_counts logic
WakeForest\LiSf\WakeForest-LiSf-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,WakeForest,LiSf,matched tournament token using tournament_disclosure_counts logic
WakeForest\LiSf\WakeForest-LiSf-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,WakeForest,LiSf,matched tournament token using tournament_disclosure_counts logic
WakeForest\LiSf\WakeForest-LiSf-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,WakeForest,LiSf,matched tournament token using tournament_disclosure_counts logic
WakeForest\LiSf\WakeForest-LiSf-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,WakeForest,LiSf,matched tournament token using tournament_disclosure_counts logic
WakeForest\LiSf\WakeForest-LiSf-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,WakeForest,LiSf,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Aff-1---NUSO-Round-1.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Aff-1---NUSO-Round-4.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Aff-1---NUSO-Round-5.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Aff-1---NUSO-Round-8.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Neg-1---NUSO-Round-2.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Neg-1---NUSO-Round-3.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Neg-1---NUSO-Round-6.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\CaFo\WesternKentucky-CaFo-Neg-1---NUSO-Round-7.docx,Northwestern,WesternKentucky,CaFo,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Aff-1-----NUSO-----Northwestern-Round-2.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Aff-1-----NUSO-----Northwestern-Round-3.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Aff-1-----NUSO-----Northwestern-Round-6.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Aff-1-----NUSO-----Northwestern-Round-8.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Neg-1-----NUSO-----Northwestern-Round-1.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Neg-1-----NUSO-----Northwestern-Round-4.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Neg-1-----NUSO-----Northwestern-Round-5.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\InPu\WesternKentucky-InPu-Neg-1-----NUSO-----Northwestern-Round-7.docx,Northwestern,WesternKentucky,InPu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Aff-01---Northwestern-Round-1.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Aff-01---Northwestern-Round-3.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Aff-01---Northwestern-Round-5.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Aff-01---Northwestern-Round-8.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Neg-01---Northwestern-Round-2.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Neg-01---Northwestern-Round-4.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Neg-01---Northwestern-Round-6.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\NeKu\WesternKentucky-NeKu-Neg-01---Northwestern-Round-7.docx,Northwestern,WesternKentucky,NeKu,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\StSc\WesternKentucky-StSc-Aff-01---NUSO-Round-2.docx,Northwestern,WesternKentucky,StSc,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\StSc\WesternKentucky-StSc-Aff-01---NUSO-Round-5.docx,Northwestern,WesternKentucky,StSc,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\StSc\WesternKentucky-StSc-Neg-01---NUSO-Round-1.docx,Northwestern,WesternKentucky,StSc,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\StSc\WesternKentucky-StSc-Neg-01---NUSO-Round-3.docx,Northwestern,WesternKentucky,StSc,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\StSc\WesternKentucky-StSc-Neg-01---NUSO-Round-6.docx,Northwestern,WesternKentucky,StSc,matched tournament token using tournament_disclosure_counts logic
WesternKentucky\StSc\WesternKentucky-StSc-Neg-01---NUSO-Round-7.docx,Northwestern,WesternKentucky,StSc,matched tournament token using tournament_disclosure_counts logic
WichitaState\GrMo\WichitaState-GrMo-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,WichitaState,GrMo,matched tournament token using tournament_disclosure_counts logic
WichitaState\GrMo\WichitaState-GrMo-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,WichitaState,GrMo,matched tournament token using tournament_disclosure_counts logic
WichitaState\GrMo\WichitaState-GrMo-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,WichitaState,GrMo,matched tournament token using tournament_disclosure_counts logic
WichitaState\GrMo\WichitaState-GrMo-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,WichitaState,GrMo,matched tournament token using tournament_disclosure_counts logic
WichitaState\GrMo\WichitaState-GrMo-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,WichitaState,GrMo,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Aff-NUSO-Round-1.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Aff-NUSO-Round-4.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Aff-NUSO-Round-5.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Aff-NUSO-Round-8.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Neg-NUSO-Round-2.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Neg-NUSO-Round-3.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Neg-NUSO-Round-6.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\CaHa\Wyoming-CaHa-Neg-NUSO-Round-7.docx,Northwestern,Wyoming,CaHa,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Aff-1.-Northwestern-Round-1.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Aff-1.-Northwestern-Round-3.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Aff-1.-Northwestern-Round-5.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Aff-1.-Northwestern-Round-8.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Neg-1.-Northwestern-Round-2.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Neg-1.-Northwestern-Round-4.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Neg-1.-Northwestern-Round-6.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
Wyoming\WiWi\Wyoming-WiWi-Neg-1.-Northwestern-Round-7.docx,Northwestern,Wyoming,WiWi,matched tournament token using tournament_disclosure_counts logic
