file_index,selected_file_path,returncode,parse_success,join_success,summary_rows,stdout_excerpt,stderr_excerpt
182,Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-2.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Neg-Northwestern-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
183,Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-4.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Neg-Northwestern-Round-4.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
184,Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-5.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Neg-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
185,Emory\SoWa\Emory-SoWa-Neg-Northwestern-Round-8.docx,0,True,False,1,Parse complete. | Doc: Emory-SoWa-Neg-Northwestern-Round-8.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
186,Emory\WaKi\Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,False,1,Parse complete. | Doc: Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
187,Emory\WaKi\Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,0,True,False,1,Parse complete. | Doc: Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
188,Emory\WaKi\Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,0,True,False,1,Parse complete. | Doc: Emory-WaKi-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
189,Emory\WaKi\Emory-WaKi-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,False,1,Parse complete. | Doc: Emory-WaKi-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
190,Emory\WaKi\Emory-WaKi-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,0,True,False,1,Parse complete. | Doc: Emory-WaKi-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
191,Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Aff-01---Northwestern-Round-1.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
192,Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Aff-01---Northwestern-Round-3.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
193,Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Aff-01---Northwestern-Round-6.docx | Positions detected: 2 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
194,Georgetown\AgCo\Georgetown-AgCo-Aff-01---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Aff-01---Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
195,Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Neg-01---Northwestern-Round-2.docx | Positions detected: 3 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
196,Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Neg-01---Northwestern-Round-4.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
197,Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Neg-01---Northwestern-Round-5.docx | Positions detected: 12 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
198,Georgetown\AgCo\Georgetown-AgCo-Neg-01---Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Georgetown-AgCo-Neg-01---Northwestern-Round-8.docx | Positions detected: 6 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
199,Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-2.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
200,Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-4.docx | Positions detected: 1 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
201,Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
202,Georgetown\GrTa\Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Georgetown-GrTa-Neg-01---OLC-Memorial-Debates-@-Northwestern-Round-8.docx | Positions detected: 1 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
203,Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Aff-01---Northwestern-Round-2.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
204,Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Aff-01---Northwestern-Round-3.docx | Positions detected: 4 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
205,Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-6.docx,0,True,False,1,Parse complete. | Doc: Georgetown-KlLi-Aff-01---Northwestern-Round-6.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
206,Georgetown\KlLi\Georgetown-KlLi-Aff-01---Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Aff-01---Northwestern-Round-8.docx | Positions detected: 1 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
207,Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Neg-01---Northwestern-Round-1.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
208,Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Neg-01---Northwestern-Round-4.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
209,Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Neg-01---Northwestern-Round-5.docx | Positions detected: 2 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
210,Georgetown\KlLi\Georgetown-KlLi-Neg-01---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Georgetown-KlLi-Neg-01---Northwestern-Round-7.docx | Positions detected: 10 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
211,Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Aff-01---Northwestern-Round-1.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
212,Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Aff-01---Northwestern-Round-4.docx | Positions detected: 4 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
213,Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Aff-01---Northwestern-Round-5.docx | Positions detected: 7 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
214,Georgetown\LaNa\Georgetown-LaNa-Aff-01---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Aff-01---Northwestern-Round-7.docx | Positions detected: 5 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
215,Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Neg-01---Northwestern-Round-2.docx | Positions detected: 4 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
216,Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Neg-01---Northwestern-Round-3.docx | Positions detected: 6 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
217,Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Neg-01---Northwestern-Round-6.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
218,Georgetown\LaNa\Georgetown-LaNa-Neg-01---Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Georgetown-LaNa-Neg-01---Northwestern-Round-8.docx | Positions detected: 9 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
219,Georgetown\WaCo\Georgetown-WaCo-Aff-01---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,False,1,Parse complete. | Doc: Georgetown-WaCo-Aff-01---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
220,Georgetown\WaCo\Georgetown-WaCo-Neg-01---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,False,1,Parse complete. | Doc: Georgetown-WaCo-Neg-01---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
221,Georgia\CaPa\Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 7 | Cards detected: 2 | Cards with highlighted/underlined read proxy: 2 | ,
222,Georgia\CaPa\Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx | Positions detected: 6 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
223,Georgia\CaPa\Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx | Positions detected: 6 | Cards detected: 5 | Cards with highlighted/underlined read proxy: 5 | ,
224,Georgia\CaPa\Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx | Positions detected: 7 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
225,Georgia\CaPa\Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 9 | Cards detected: 7 | Cards with highlighted/underlined read proxy: 7 | ,
226,Georgia\CaPa\Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx | Positions detected: 12 | Cards detected: 3 | Cards with highlighted/underlined read proxy: 3 | ,
227,Georgia\CaPa\Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx | Positions detected: 12 | Cards detected: 8 | Cards with highlighted/underlined read proxy: 8 | ,
228,Georgia\CaPa\Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx | Positions detected: 8 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
229,Georgia\KaCh\Georgia-KaCh-Aff-1---Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Georgia-KaCh-Aff-1---Northwestern-Round-1.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
230,Georgia\KaCh\Georgia-KaCh-Neg-1---Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Georgia-KaCh-Neg-1---Northwestern-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
231,Georgia\KaCh\Georgia-KaCh-Neg-1---Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Georgia-KaCh-Neg-1---Northwestern-Round-3.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
232,Georgia\KaCh\Georgia-KaCh-Neg-1---Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Georgia-KaCh-Neg-1---Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
233,Georgia\KaCh\Georgia-KaCh-Neg-1---Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Georgia-KaCh-Neg-1---Northwestern-Round-7.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
234,Georgia\LaGl\Georgia-LaGl-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,False,1,Parse complete. | Doc: Georgia-LaGl-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 6 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
235,Georgia\LaGl\Georgia-LaGl-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,0,True,False,1,Parse complete. | Doc: Georgia-LaGl-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx | Positions detected: 6 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
236,Georgia\LaGl\Georgia-LaGl-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,0,True,False,1,Parse complete. | Doc: Georgia-LaGl-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx | Positions detected: 6 | Cards detected: 1 | Cards with highlighted/underlined read proxy: 1 | ,
237,Georgia\LaGl\Georgia-LaGl-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,False,1,Parse complete. | Doc: Georgia-LaGl-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 2 | Cards detected: 4 | Cards with highlighted/underlined read proxy: 4 | ,
238,Georgia\LaGl\Georgia-LaGl-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,0,True,False,1,Parse complete. | Doc: Georgia-LaGl-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx | Positions detected: 3 | Cards detected: 6 | Cards with highlighted/underlined read proxy: 6 | ,
239,Georgia\LaGl\Georgia-LaGl-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,0,True,False,1,Parse complete. | Doc: Georgia-LaGl-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
240,Gonzaga\WeRo\Gonzaga-WeRo-Aff-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Gonzaga-WeRo-Aff-Northwestern-Round-1.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
241,Gonzaga\WeRo\Gonzaga-WeRo-Aff-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Gonzaga-WeRo-Aff-Northwestern-Round-3.docx | Positions detected: 3 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
242,Gonzaga\WeRo\Gonzaga-WeRo-Neg-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Gonzaga-WeRo-Neg-Northwestern-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
243,Gonzaga\WeRo\Gonzaga-WeRo-Neg-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Gonzaga-WeRo-Neg-Northwestern-Round-4.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
244,Gonzaga\WeRo\Gonzaga-WeRo-Neg-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Gonzaga-WeRo-Neg-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
245,Gonzaga\WeRo\Gonzaga-WeRo-Neg-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Gonzaga-WeRo-Neg-Northwestern-Round-7.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
246,Harvard\AoBo\Harvard-AoBo-Aff-1.-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Aff-1.-Northwestern-Round-1.docx | Positions detected: 3 | Cards detected: 28 | Cards with highlighted/underlined read proxy: 28 | ,
247,Harvard\AoBo\Harvard-AoBo-Aff-1.-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Aff-1.-Northwestern-Round-3.docx | Positions detected: 3 | Cards detected: 28 | Cards with highlighted/underlined read proxy: 28 | ,
248,Harvard\AoBo\Harvard-AoBo-Aff-1.-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Aff-1.-Northwestern-Round-6.docx | Positions detected: 3 | Cards detected: 28 | Cards with highlighted/underlined read proxy: 28 | ,
249,Harvard\AoBo\Harvard-AoBo-Aff-1.-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Aff-1.-Northwestern-Round-8.docx | Positions detected: 3 | Cards detected: 32 | Cards with highlighted/underlined read proxy: 32 | ,
250,Harvard\AoBo\Harvard-AoBo-Neg-1.-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Neg-1.-Northwestern-Round-2.docx | Positions detected: 2 | Cards detected: 6 | Cards with highlighted/underlined read proxy: 6 | ,
251,Harvard\AoBo\Harvard-AoBo-Neg-1.-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Neg-1.-Northwestern-Round-4.docx | Positions detected: 3 | Cards detected: 9 | Cards with highlighted/underlined read proxy: 9 | ,
252,Harvard\AoBo\Harvard-AoBo-Neg-1.-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Neg-1.-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
253,Harvard\AoBo\Harvard-AoBo-Neg-1.-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Harvard-AoBo-Neg-1.-Northwestern-Round-7.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
254,Harvard\DeSr\Harvard-DeSr-Aff-1.-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Aff-1.-Northwestern-Round-2.docx | Positions detected: 4 | Cards detected: 39 | Cards with highlighted/underlined read proxy: 39 | ,
255,Harvard\DeSr\Harvard-DeSr-Aff-1.-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Aff-1.-Northwestern-Round-4.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
256,Harvard\DeSr\Harvard-DeSr-Aff-1.-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Aff-1.-Northwestern-Round-6.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
257,Harvard\DeSr\Harvard-DeSr-Aff-1.-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Aff-1.-Northwestern-Round-7.docx | Positions detected: 3 | Cards detected: 30 | Cards with highlighted/underlined read proxy: 30 | ,
258,Harvard\DeSr\Harvard-DeSr-Neg-1.-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Neg-1.-Northwestern-Round-1.docx | Positions detected: 1 | Cards detected: 10 | Cards with highlighted/underlined read proxy: 10 | ,
259,Harvard\DeSr\Harvard-DeSr-Neg-1.-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Neg-1.-Northwestern-Round-3.docx | Positions detected: 3 | Cards detected: 33 | Cards with highlighted/underlined read proxy: 33 | ,
260,Harvard\DeSr\Harvard-DeSr-Neg-1.-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Neg-1.-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
261,Harvard\DeSr\Harvard-DeSr-Neg-1.-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Harvard-DeSr-Neg-1.-Northwestern-Round-8.docx | Positions detected: 4 | Cards detected: 6 | Cards with highlighted/underlined read proxy: 6 | ,
262,Indiana\FiTr\Indiana-FiTr-Aff-1.-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Aff-1.-Northwestern-Round-1.docx | Positions detected: 4 | Cards detected: 19 | Cards with highlighted/underlined read proxy: 19 | ,
263,Indiana\FiTr\Indiana-FiTr-Aff-1.-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Aff-1.-Northwestern-Round-4.docx | Positions detected: 4 | Cards detected: 19 | Cards with highlighted/underlined read proxy: 19 | ,
264,Indiana\FiTr\Indiana-FiTr-Aff-1.-Northwestern-Round-6.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Aff-1.-Northwestern-Round-6.docx | Positions detected: 1 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
265,Indiana\FiTr\Indiana-FiTr-Aff-1.-Northwestern-Round-7.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Aff-1.-Northwestern-Round-7.docx | Positions detected: 4 | Cards detected: 20 | Cards with highlighted/underlined read proxy: 20 | ,
266,Indiana\FiTr\Indiana-FiTr-Neg-1.-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Neg-1.-Northwestern-Round-2.docx | Positions detected: 1 | Cards detected: 5 | Cards with highlighted/underlined read proxy: 5 | ,
267,Indiana\FiTr\Indiana-FiTr-Neg-1.-Northwestern-Round-3.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Neg-1.-Northwestern-Round-3.docx | Positions detected: 2 | Cards detected: 10 | Cards with highlighted/underlined read proxy: 10 | ,
268,Indiana\FiTr\Indiana-FiTr-Neg-1.-Northwestern-Round-5.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Neg-1.-Northwestern-Round-5.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
269,Indiana\FiTr\Indiana-FiTr-Neg-1.-Northwestern-Round-8.docx,0,True,True,1,Parse complete. | Doc: Indiana-FiTr-Neg-1.-Northwestern-Round-8.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
270,Indiana\PeDu\Indiana-PeDu-Aff-Northwestern-Round-2.docx,0,True,False,1,Parse complete. | Doc: Indiana-PeDu-Aff-Northwestern-Round-2.docx | Positions detected: 4 | Cards detected: 18 | Cards with highlighted/underlined read proxy: 18 | ,
271,Indiana\PeDu\Indiana-PeDu-Neg-Northwestern-Round-1.docx,0,True,False,1,Parse complete. | Doc: Indiana-PeDu-Neg-Northwestern-Round-1.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
272,Iowa\BiSa\Iowa-BiSa-Aff-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,0,True,True,1,Parse complete. | Doc: Iowa-BiSa-Aff-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
273,Iowa\BiSa\Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,0,True,True,1,Parse complete. | Doc: Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
274,Iowa\BiSa\Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,0,True,True,1,Parse complete. | Doc: Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx | Positions detected: 0 | Cards detected: 0 | Cards with highlighted/underlined read proxy: 0 | ,
